Num threads;Num fila;Num columna;Num elementos;Num iteraciones;Tiempo(ns);Coste;
18;4;8;32;932;50895157;652.99115;
19;4;8;32;1132;63268792;652.8305;
20;4;8;32;1115;62279597;660.9935;
21;4;8;32;845;46967765;656.8702;
22;4;8;32;967;54613592;658.7024;
1;5;1;5;4;108135;6.894824;
2;5;1;5;12;215107;6.894824;
3;5;1;5;4;161797;6.894824;
4;5;1;5;22;380782;6.894824;
5;5;1;5;2;205660;6.894824;
6;5;1;5;12;332871;6.894824;
7;5;1;5;12;377144;6.894824;
8;5;1;5;2;281764;6.894824;
9;5;1;5;12;452357;6.894824;
10;5;1;5;4;302574;6.894824;
11;5;1;5;4;300650;6.894824;
12;5;1;5;4;305248;6.894824;
13;5;1;5;22;554931;6.894824;
14;5;1;5;12;453559;6.894824;
15;5;1;5;12;410828;6.894824;
16;5;1;5;12;442989;6.894824;
17;5;1;5;2;282906;6.894824;
18;5;1;5;12;424104;6.894824;
19;5;1;5;4;233663;6.894824;
20;5;1;5;4;269731;6.894824;
21;5;1;5;4;268439;6.894824;
22;5;1;5;12;360012;6.894824;
1;5;2;10;20;332870;25.990377;
2;5;2;10;36;619974;25.835812;
3;5;2;10;42;829251;25.835812;
4;5;2;10;14;414686;25.835812;
5;5;2;10;26;637147;25.990377;
6;5;2;10;28;802270;25.835812;
7;5;2;10;57;1318218;25.835812;
8;5;2;10;23;735483;25.990377;
9;5;2;10;31;921106;25.990377;
10;5;2;10;14;599405;25.835812;
11;5;2;10;29;952464;25.835812;
12;5;2;10;28;1006487;25.835812;
13;5;2;10;11;683435;25.835812;
14;5;2;10;22;923740;25.835812;
15;5;2;10;43;1485104;25.835812;
16;5;2;10;32;1280526;25.835812;
17;5;2;10;41;1362431;25.835812;
18;5;2;10;26;1205474;25.835812;
19;5;2;10;38;1500493;25.835812;
20;5;2;10;8;904324;25.990377;
21;5;2;10;26;1290695;25.835812;
22;5;2;10;29;1361620;25.835812;
1;5;3;15;58;1696675;77.32792;
2;5;3;15;126;3694089;78.87094;
3;5;3;15;107;2659769;77.57329;
4;5;3;15;174;4581010;78.165855;
5;5;3;15;124;3383170;78.74426;
6;5;3;15;164;4186743;78.82314;
7;5;3;15;91;2562796;76.7252;
8;5;3;15;41;1234499;79.54045;
9;5;3;15;111;2801078;77.634315;
10;5;3;15;129;3521573;77.95342;
11;5;3;15;145;3858982;80.82795;
12;5;3;15;89;2625344;77.42278;
13;5;3;15;75;2375882;77.88307;
14;5;3;15;100;3099623;77.40571;
15;5;3;15;183;5477548;78.68244;
16;5;3;15;148;4588384;78.96131;
17;5;3;15;76;2657035;77.832405;
18;5;3;15;163;5194983;77.15256;
19;5;3;15;98;3562370;78.70649;
20;5;3;15;199;6321097;78.84349;
21;5;3;15;106;3853442;78.17599;
22;5;3;15;118;4313383;79.363846;
1;5;4;20;251;14268375;168.06056;
2;5;4;20;187;7668360;166.49547;
3;5;4;20;111;4388936;166.39368;
4;5;4;20;277;9876144;166.27046;
5;5;4;20;287;9809447;165.6328;
6;5;4;20;202;6592942;165.63406;
7;5;4;20;226;7098450;168.41446;
8;5;4;20;241;8140715;167.28351;
9;5;4;20;248;7935537;166.03827;
10;5;4;20;142;5023549;166.49991;
11;5;4;20;313;9648422;164.6864;
12;5;4;20;258;8419574;166.20393;
13;5;4;20;305;10174970;165.55504;
14;5;4;20;296;9936528;166.83646;
15;5;4;20;404;13066378;165.03223;
16;5;4;20;234;8096842;165.78346;
17;5;4;20;278;9683107;167.25464;
18;5;4;20;304;10859797;165.85866;
19;5;4;20;343;12214113;166.6925;
20;5;4;20;182;7075236;166.96368;
21;5;4;20;300;10986838;166.62791;
22;5;4;20;291;11104410;165.6083;
1;5;5;25;420;42909936;322.39517;
2;5;5;25;553;37025346;323.3297;
3;5;5;25;349;20747653;324.3333;
4;5;5;25;332;17926457;324.6989;
5;5;5;25;457;21684939;325.25208;
6;5;5;25;448;20066772;327.72107;
7;5;5;25;465;19852827;324.14926;
8;5;5;25;480;20170679;323.99835;
9;5;5;25;468;19804004;324.54373;
10;5;5;25;636;27284369;323.57114;
11;5;5;25;733;29990056;322.82217;
12;5;5;25;628;26297398;325.75568;
13;5;5;25;257;10926543;321.59055;
14;5;5;25;444;18201769;325.99585;
15;5;5;25;469;19486533;323.02945;
16;5;5;25;633;25629833;321.51526;
17;5;5;25;238;9713656;328.44012;
18;5;5;25;383;16231726;320.95212;
19;5;5;25;320;13337812;326.7061;
20;5;5;25;549;22787898;327.14566;
21;5;5;25;478;19874368;324.96002;
22;5;5;25;457;19716248;323.7511;
1;5;6;30;687;115611059;496.21823;
2;5;6;30;863;96438902;497.3134;
3;5;6;30;738;69368109;496.67322;
4;5;6;30;697;53575425;496.15967;
5;5;6;30;509;34326161;494.0177;
6;5;6;30;754;48645022;493.86478;
7;5;6;30;707;43095157;498.9036;
8;5;6;30;1384;78561950;494.06982;
9;5;6;30;947;49594272;499.8946;
10;5;6;30;572;29729802;497.5492;
11;5;6;30;616;33346154;496.06766;
12;5;6;30;593;32053395;495.92352;
13;5;6;30;909;48951914;495.51807;
14;5;6;30;753;41041045;496.6829;
15;5;6;30;835;42881833;497.08136;
16;5;6;30;896;46567926;500.66968;
17;5;6;30;593;31564689;497.8785;
18;5;6;30;850;45103442;497.74066;
19;5;6;30;546;28399772;494.90213;
20;5;6;30;898;45707817;495.71136;
21;5;6;30;907;45964754;498.37305;
22;5;6;30;664;34776996;491.4434;
1;5;7;35;1408;379071756;782.43024;
2;5;7;35;1001;173648198;785.99164;
3;5;7;35;1110;150749771;781.9727;
4;5;7;35;1212;139224763;787.22766;
5;5;7;35;831;79443831;787.438;
6;5;7;35;822;73652006;789.77594;
7;5;7;35;1213;98494578;777.58014;
8;5;7;35;1076;81744018;785.89655;
9;5;7;35;1070;79319305;776.7703;
10;5;7;35;1388;108003315;781.40857;
11;5;7;35;1213;91672511;788.3215;
12;5;7;35;1447;101697487;784.536;
13;5;7;35;1594;116082403;776.6238;
14;5;7;35;937;66917676;784.9963;
15;5;7;35;1081;74256421;786.2631;
16;5;7;35;1120;77137781;781.6332;
17;5;7;35;1233;84625869;783.12646;
18;5;7;35;1425;94309197;784.61127;
19;5;7;35;1489;99092611;776.74023;
20;5;7;35;783;52692642;782.9708;
21;5;7;35;1480;96107234;783.0363;
22;5;7;35;1254;81801808;777.50385;
1;5;8;40;2168;861075447;1122.4445;
2;5;8;40;2207;571025440;1126.1135;
3;5;8;40;1313;253315653;1115.9513;
4;5;8;40;2273;366621685;1129.8632;
5;5;8;40;1925;257864792;1118.1172;
6;5;8;40;1985;234024710;1118.426;
7;5;8;40;1783;195818156;1132.5612;
8;5;8;40;1489;151399822;1122.4366;
9;5;8;40;1787;168687770;1115.2242;
10;5;8;40;1545;145986095;1127.3599;
11;5;8;40;1767;155979580;1121.83;
12;5;8;40;1846;182517574;1119.3978;
13;5;8;40;1970;170085819;1119.3958;
14;5;8;40;2244;214250492;1120.2196;
15;5;8;40;1957;166198994;1115.957;
16;5;8;40;2345;209247673;1122.9559;
17;5;8;40;1767;149259196;1125.9714;
18;5;8;40;2051;169036210;1118.285;
19;5;8;40;1588;128425591;1123.634;
20;5;8;40;1765;148016011;1120.7184;
21;5;8;40;1756;145613770;1120.0286;
22;5;8;40;1735;143317728;1118.069;
1;6;1;6;14;239224;6.5828533;
2;6;1;6;19;298105;6.5828533;
3;6;1;6;9;265913;6.5828533;
4;6;1;6;5;241688;6.5828533;
5;6;1;6;6;276634;6.5828533;
6;6;1;6;22;513383;6.5828533;
7;6;1;6;6;369229;6.5828533;
8;6;1;6;14;529684;6.5828533;
9;6;1;6;11;375141;6.5828533;
10;6;1;6;10;418804;6.5828533;
11;6;1;6;24;523642;6.5828533;
12;6;1;6;15;573446;6.5828533;
13;6;1;6;16;509034;6.5828533;
14;6;1;6;24;690859;6.5828533;
15;6;1;6;7;407232;6.5828533;
16;6;1;6;13;320186;6.655368;
17;6;1;6;14;377115;6.5828533;
18;6;1;6;10;419214;6.5828533;
19;6;1;6;19;624493;6.5828533;
20;6;1;6;5;324766;6.5828533;
21;6;1;6;7;352478;6.5828533;
22;6;1;6;5;352908;6.5828533;
1;6;2;12;53;1066531;43.867157;
2;6;2;12;67;1283692;43.867157;
3;6;2;12;51;1030643;43.968136;
4;6;2;12;59;1229009;43.867157;
5;6;2;12;42;1089354;43.867157;
6;6;2;12;66;1577589;43.867157;
7;6;2;12;72;1783159;43.867157;
8;6;2;12;69;1748964;43.968136;
9;6;2;12;79;2043923;43.968136;
10;6;2;12;59;1670966;43.968136;
11;6;2;12;78;2136959;43.867157;
12;6;2;12;77;2096893;43.867157;
13;6;2;12;53;1640970;43.867157;
14;6;2;12;65;1997185;43.867157;
15;6;2;12;65;2050365;43.867157;
16;6;2;12;73;2269581;44.644157;
17;6;2;12;60;1976435;43.867157;
18;6;2;12;46;1693098;43.867157;
19;6;2;12;51;2582604;43.867157;
20;6;2;12;45;1726702;44.968475;
21;6;2;12;58;2304717;43.867157;
22;6;2;12;44;2134224;43.968136;
1;6;3;18;202;8621086;129.80109;
2;6;3;18;133;4218713;130.8936;
3;6;3;18;85;2772333;128.01343;
4;6;3;18;230;6521287;127.538994;
5;6;3;18;196;5957508;129.01366;
6;6;3;18;185;5535409;128.16684;
7;6;3;18;176;5275196;126.75996;
8;6;3;18;160;4881259;127.794685;
9;6;3;18;185;5102508;127.96177;
10;6;3;18;181;5274394;129.11237;
11;6;3;18;181;5432624;130.35768;
12;6;3;18;170;5182089;129.15929;
13;6;3;18;292;8536194;132.68527;
14;6;3;18;186;5965213;128.5293;
15;6;3;18;181;5935647;130.41225;
16;6;3;18;126;4271193;127.52618;
17;6;3;18;104;3662450;127.34698;
18;6;3;18;172;5839925;128.0796;
19;6;3;18;160;5619808;128.0839;
20;6;3;18;187;6658216;127.28054;
21;6;3;18;212;7788788;130.95354;
22;6;3;18;129;5037495;131.30374;
1;6;4;24;356;31867362;284.78125;
2;6;4;24;260;15962355;285.26093;
3;6;4;24;550;28785462;288.62057;
4;6;4;24;346;16834288;283.75165;
5;6;4;24;282;12247266;284.00482;
6;6;4;24;397;16922856;284.67133;
7;6;4;24;435;17410730;285.75842;
8;6;4;24;414;15916358;285.82977;
9;6;4;24;534;20386779;288.09622;
10;6;4;24;550;22689252;285.32437;
11;6;4;24;384;14197542;287.21768;
12;6;4;24;459;18338798;286.97018;
13;6;4;24;338;12957211;287.0232;
14;6;4;24;275;11714357;291.26538;
15;6;4;24;453;18339810;286.02914;
16;6;4;24;431;16978020;284.17548;
17;6;4;24;338;13858048;283.8167;
18;6;4;24;469;18983590;283.99274;
19;6;4;24;396;15779088;288.29584;
20;6;4;24;399;16050603;284.83008;
21;6;4;24;515;20955396;286.2187;
22;6;4;24;571;23099689;287.55273;
1;6;5;30;733;128712184;518.44635;
2;6;5;30;514;55624287;522.45874;
3;6;5;30;614;55662911;518.06274;
4;6;5;30;817;61969770;526.3708;
5;6;5;30;563;38111263;516.4275;
6;6;5;30;1013;64131466;519.4637;
7;6;5;30;561;33159972;519.8703;
8;6;5;30;976;55428767;516.73425;
9;6;5;30;731;40813634;522.86096;
10;6;5;30;660;36248393;518.68585;
11;6;5;30;686;34788658;522.7647;
12;6;5;30;806;44342540;517.3517;
13;6;5;30;836;43394203;526.6128;
14;6;5;30;1007;53199914;525.4485;
15;6;5;30;465;25706188;516.13135;
16;6;5;30;458;24724408;523.161;
17;6;5;30;626;32758812;517.82294;
18;6;5;30;890;45922765;518.44995;
19;6;5;30;445;22676918;523.04736;
20;6;5;30;969;49211876;519.24023;
21;6;5;30;714;37300718;520.96185;
22;6;5;30;853;44376846;519.2742;
1;6;6;36;1391;396452449;856.2576;
2;6;6;36;1574;291010928;844.27026;
3;6;6;36;1260;186148896;841.0351;
4;6;6;36;1496;184762067;842.0235;
5;6;6;36;1194;123427190;842.7284;
6;6;6;36;1207;112037388;845.671;
7;6;6;36;1465;124573512;843.27655;
8;6;6;36;1123;89645911;844.75806;
9;6;6;36;1524;118369607;847.8134;
10;6;6;36;826;62625032;853.172;
11;6;6;36;891;64239962;839.98224;
12;6;6;36;994;72332877;847.3754;
13;6;6;36;993;75076264;843.50696;
14;6;6;36;1121;78567459;853.0291;
15;6;6;36;1398;98324505;844.5097;
16;6;6;36;1186;83139403;844.92163;
17;6;6;36;1502;103642802;847.86383;
18;6;6;36;1177;80300243;848.62604;
19;6;6;36;1371;93938675;843.21814;
20;6;6;36;1168;78575836;855.3344;
21;6;6;36;1147;79018053;850.9522;
22;6;6;36;1012;68848083;841.9859;
1;6;7;42;1884;871408386;1245.1672;
2;6;7;42;2186;636612033;1246.5829;
3;6;7;42;1944;422791746;1240.3844;
4;6;7;42;1243;220723087;1243.1603;
5;6;7;42;2221;332329508;1241.796;
6;6;7;42;1587;207560196;1255.6198;
7;6;7;42;2218;280903687;1257.5388;
8;6;7;42;1644;201249238;1245.7712;
9;6;7;42;1953;204667594;1239.7512;
10;6;7;42;2478;250842667;1237.3789;
11;6;7;42;2198;229383346;1248.5382;
12;6;7;42;1721;171585721;1246.0255;
13;6;7;42;1912;183670409;1244.7388;
14;6;7;42;1336;128863170;1249.4205;
15;6;7;42;1664;163502785;1254.2515;
16;6;7;42;2117;205136873;1244.6416;
17;6;7;42;2007;185513070;1232.5795;
18;6;7;42;2044;182385394;1239.3535;
19;6;7;42;1951;175999925;1243.2603;
20;6;7;42;1703;153561809;1242.3651;
21;6;7;42;2183;193838275;1243.6597;
22;6;7;42;2166;194968036;1242.7511;
1;6;8;48;3056;2012440033;1725.9225;
2;6;8;48;2101;917152912;1730.24;
3;6;8;48;3318;1053809038;1734.1115;
4;6;8;48;2823;743906365;1728.4696;
5;6;8;48;2717;570529019;1735.8362;
6;6;8;48;3149;581352808;1722.5157;
7;6;8;48;3641;653916802;1738.0929;
8;6;8;48;3716;579759058;1736.1239;
9;6;8;48;3019;432193511;1733.6702;
10;6;8;48;2510;340027625;1729.7435;
11;6;8;48;3624;524301176;1734.9075;
12;6;8;48;2622;330765064;1738.9319;
13;6;8;48;2199;280660456;1730.7998;
14;6;8;48;2363;307505251;1725.1128;
15;6;8;48;3156;393747764;1744.2372;
16;6;8;48;2438;330746038;1734.591;
17;6;8;48;2523;343933044;1731.5515;
18;6;8;48;2812;335478255;1725.4988;
19;6;8;48;3698;451941910;1720.5645;
20;6;8;48;3714;447913727;1741.3798;
21;6;8;48;2477;298083669;1731.4045;
22;6;8;48;3978;471294208;1732.8334;
1;7;1;7;17;296863;20.739569;
2;7;1;7;28;430797;20.739569;
3;7;1;7;28;478025;20.739569;
4;7;1;7;12;339954;20.739569;
5;7;1;7;31;709425;20.739569;
6;7;1;7;26;602031;20.739569;
7;7;1;7;3;294438;20.739569;
8;7;1;7;23;631927;20.739569;
9;7;1;7;7;426408;20.739569;
10;7;1;7;26;747637;20.739569;
11;7;1;7;11;586331;20.739569;
12;7;1;7;21;763667;20.739569;
13;7;1;7;19;663968;20.739569;
14;7;1;7;28;780349;20.739569;
15;7;1;7;18;798804;20.739569;
16;7;1;7;7;529083;20.739569;
17;7;1;7;25;755893;20.739569;
18;7;1;7;31;806919;20.739569;
19;7;1;7;19;746114;20.739569;
20;7;1;7;21;767114;20.739569;
21;7;1;7;6;545113;20.739569;
22;7;1;7;18;658718;20.739569;
1;7;2;14;126;3215272;70.33252;
2;7;2;14;102;2837366;70.61695;
3;7;2;14;61;1595643;70.31961;
4;7;2;14;118;2909563;70.33252;
5;7;2;14;76;1951568;70.33252;
6;7;2;14;80;2032120;70.33252;
7;7;2;14;78;2109387;70.39518;
8;7;2;14;102;2731205;70.46812;
9;7;2;14;97;2621908;70.61695;
10;7;2;14;67;1954023;70.39518;
11;7;2;14;78;2224204;70.31961;
12;7;2;14;54;1757410;70.39518;
13;7;2;14;94;2791459;70.46812;
14;7;2;14;133;3904498;70.31961;
15;7;2;14;99;3070187;70.46812;
16;7;2;14;42;1634948;70.46812;
17;7;2;14;40;1627824;71.241264;
18;7;2;14;113;3610692;70.39518;
19;7;2;14;87;2924792;70.39518;
20;7;2;14;95;3218078;70.33252;
21;7;2;14;36;1772348;70.31961;
22;7;2;14;63;2511889;70.46812;
1;7;3;21;275;18170128;203.80568;
2;7;3;21;370;17091796;203.92686;
3;7;3;21;331;14085639;203.39432;
4;7;3;21;277;10989402;204.71649;
5;7;3;21;355;12544619;204.94516;
6;7;3;21;385;13503045;203.51965;
7;7;3;21;243;8243510;203.77687;
8;7;3;21;271;9527573;203.0105;
9;7;3;21;220;7705871;205.11795;
10;7;3;21;249;8907629;205.12698;
11;7;3;21;204;6794243;204.43799;
12;7;3;21;319;11602905;203.95453;
13;7;3;21;170;6061235;203.55377;
14;7;3;21;227;8301620;205.24843;
15;7;3;21;352;12466231;203.22897;
16;7;3;21;290;9921539;204.40453;
17;7;3;21;319;11372168;204.91115;
18;7;3;21;160;5911541;202.3942;
19;7;3;21;237;8921915;202.1852;
20;7;3;21;244;9017366;206.07002;
21;7;3;21;310;11370825;202.66656;
22;7;3;21;223;9451679;202.20839;
1;7;4;28;727;103096266;398.93408;
2;7;4;28;592;53714419;399.22687;
3;7;4;28;682;53158004;406.24533;
4;7;4;28;595;39611195;404.57828;
5;7;4;28;537;31486811;405.0211;
6;7;4;28;498;27053872;399.4925;
7;7;4;28;596;32218157;401.3129;
8;7;4;28;686;33604664;399.67163;
9;7;4;28;495;25141508;402.91315;
10;7;4;28;483;23301271;402.84573;
11;7;4;28;544;25907660;399.80313;
12;7;4;28;607;26751268;398.0019;
13;7;4;28;444;21513955;397.00165;
14;7;4;28;510;23851043;402.30927;
15;7;4;28;908;43282321;402.47946;
16;7;4;28;966;45503370;407.52502;
17;7;4;28;614;29298865;402.1024;
18;7;4;28;569;25847696;403.22638;
19;7;4;28;551;25088267;404.02112;
20;7;4;28;789;35351725;400.1989;
21;7;4;28;551;25238191;401.05066;
22;7;4;28;593;27157198;403.22803;
1;7;5;35;1185;320215375;760.88477;
2;7;5;35;1270;213091286;762.9493;
3;7;5;35;869;119110560;765.0756;
4;7;5;35;1198;134044027;764.6917;
5;7;5;35;859;82029680;761.25995;
6;7;5;35;1282;110799784;762.79474;
7;7;5;35;1048;89303282;765.37805;
8;7;5;35;1057;78666477;765.04913;
9;7;5;35;915;64022350;764.26;
10;7;5;35;1246;84735417;762.1955;
11;7;5;35;1079;77099578;760.3771;
12;7;5;35;1070;74794410;772.68365;
13;7;5;35;1575;104008796;765.20337;
14;7;5;35;1654;112991577;757.70856;
15;7;5;35;972;67491163;758.9707;
16;7;5;35;1280;86821079;763.20294;
17;7;5;35;1028;66395195;762.8472;
18;7;5;35;1004;62873913;755.17084;
19;7;5;35;1282;81305177;761.2443;
20;7;5;35;1291;82312045;763.06244;
21;7;5;35;1110;70146304;764.03;
22;7;5;35;1866;119188098;763.25024;
1;7;6;42;2110;975421229;1214.0342;
2;7;6;42;2635;753238036;1214.8381;
3;7;6;42;2170;473373569;1225.7596;
4;7;6;42;2236;400148672;1226.6625;
5;7;6;42;3410;513028577;1211.9635;
6;7;6;42;1937;256507391;1210.3303;
7;7;6;42;2223;274931450;1220.89;
8;7;6;42;1930;214802338;1223.0961;
9;7;6;42;1847;189598802;1220.1903;
10;7;6;42;1470;146207424;1226.2343;
11;7;6;42;2236;209582888;1219.8391;
12;7;6;42;2295;248311912;1221.8226;
13;7;6;42;2400;227460923;1222.1915;
14;7;6;42;2404;224213179;1218.1476;
15;7;6;42;1611;155924095;1216.7614;
16;7;6;42;2018;190237342;1221.9364;
17;7;6;42;2353;212714221;1211.7378;
18;7;6;42;2290;204975518;1211.5685;
19;7;6;42;2558;228171710;1218.8898;
20;7;6;42;1920;171111553;1222.122;
21;7;6;42;1625;147526584;1213.8813;
22;7;6;42;2190;191975826;1223.8606;
1;7;7;49;3930;2854282647;1765.3108;
2;7;7;49;3920;1775288548;1770.2987;
3;7;7;49;2489;834926309;1763.2771;
4;7;7;49;4018;1098434925;1768.3969;
5;7;7;49;2452;551552262;1759.1248;
6;7;7;49;3130;600116251;1770.922;
7;7;7;49;3459;651332055;1761.8882;
8;7;7;49;3299;565190493;1778.4067;
9;7;7;49;3122;466822075;1761.7311;
10;7;7;49;3099;439384346;1759.5474;
11;7;7;49;3253;446619185;1766.8508;
12;7;7;49;2192;280069035;1762.6936;
13;7;7;49;2628;367325158;1764.7545;
14;7;7;49;3349;434924185;1767.1287;
15;7;7;49;3244;442314067;1786.1185;
16;7;7;49;3173;413009130;1771.655;
17;7;7;49;3002;379316820;1768.4003;
18;7;7;49;3023;380279244;1764.042;
19;7;7;49;2674;334644866;1778.3594;
20;7;7;49;2627;329926415;1765.9084;
21;7;7;49;2679;334343996;1758.8909;
22;7;7;49;3559;444318595;1767.7219;
1;7;8;56;4102;4312293017;2567.261;
2;7;8;56;4566;3043611117;2582.5977;
3;7;8;56;4761;2366248289;2574.1096;
4;7;8;56;4109;1688786274;2578.0317;
5;7;8;56;4404;1415371307;2568.7947;
6;7;8;56;4952;1375821628;2582.452;
7;7;8;56;6205;1661382720;2577.999;
8;7;8;56;3526;837587412;2556.5774;
9;7;8;56;4523;942957256;2571.6577;
10;7;8;56;4225;871750844;2567.641;
11;7;8;56;4794;914683974;2566.32;
12;7;8;56;4950;930766447;2567.1567;
13;7;8;56;5316;945680506;2579.6042;
14;7;8;56;4393;773047791;2580.883;
15;7;8;56;3712;679031620;2561.1685;
16;7;8;56;4256;758886529;2580.9739;
17;7;8;56;4417;764365261;2566.8164;
18;7;8;56;5413;939107362;2567.2502;
19;7;8;56;3683;636516492;2577.9448;
20;7;8;56;4195;717483869;2570.2239;
21;7;8;56;5296;916941722;2576.8457;
22;7;8;56;5187;896342200;2569.7104;
1;8;1;8;17;240165;25.415592;
2;8;1;8;21;442097;25.415592;
3;8;1;8;21;486662;25.415592;
4;8;1;8;32;1443425;25.415592;
5;8;1;8;28;673436;25.415592;
6;8;1;8;30;728681;25.415592;
7;8;1;8;25;664078;25.415592;
8;8;1;8;18;611589;25.415592;
9;8;1;8;24;663698;25.415592;
10;8;1;8;40;974677;25.415592;
11;8;1;8;20;811788;25.415592;
12;8;1;8;44;1177681;25.415592;
13;8;1;8;22;889706;25.415592;
14;8;1;8;29;970078;25.415592;
15;8;1;8;31;1079655;25.415592;
16;8;1;8;32;1040141;25.415592;
17;8;1;8;31;1028358;25.415592;
18;8;1;8;21;814684;25.415592;
19;8;1;8;16;682824;25.415592;
20;8;1;8;14;849359;25.415592;
21;8;1;8;34;1152443;25.415592;
22;8;1;8;43;1194924;25.415592;
1;8;2;16;118;3618496;120.02554;
2;8;2;16;177;5226122;119.63889;
3;8;2;16;89;2426087;121.43759;
4;8;2;16;95;2604085;120.367355;
5;8;2;16;118;3058795;119.088486;
6;8;2;16;129;3489041;119.63889;
7;8;2;16;238;6528009;119.088486;
8;8;2;16;98;2894204;120.12086;
9;8;2;16;100;2914522;119.52384;
10;8;2;16;144;4154582;119.63889;
11;8;2;16;188;5339497;121.77755;
12;8;2;16;61;1960315;120.08656;
13;8;2;16;146;4396150;120.02554;
14;8;2;16;96;3105093;120.89971;
15;8;2;16;139;4230065;120.64271;
16;8;2;16;178;5454645;119.088486;
17;8;2;16;135;5136212;120.40496;
18;8;2;16;184;5944784;119.63889;
19;8;2;16;142;4777422;119.088486;
20;8;2;16;181;5976103;119.088486;
21;8;2;16;100;3867528;120.02554;
22;8;2;16;81;3331673;119.28762;
1;8;3;24;461;40434495;310.0891;
2;8;3;24;317;18733606;311.40616;
3;8;3;24;314;17412884;311.4153;
4;8;3;24;445;22254878;307.2695;
5;8;3;24;368;16514832;303.93112;
6;8;3;24;427;18241504;307.63754;
7;8;3;24;365;14664437;304.21185;
8;8;3;24;277;11273732;305.97232;
9;8;3;24;391;15635887;306.26187;
10;8;3;24;367;14174417;309.34528;
11;8;3;24;359;14351885;306.93903;
12;8;3;24;288;10946391;308.61975;
13;8;3;24;553;21079601;304.31757;
14;8;3;24;573;22059168;304.44455;
15;8;3;24;420;16133910;307.39862;
16;8;3;24;473;18555138;311.6144;
17;8;3;24;304;12026888;304.69617;
18;8;3;24;547;21765732;306.34702;
19;8;3;24;393;15519656;310.27985;
20;8;3;24;424;16774684;305.81122;
21;8;3;24;391;15937128;308.37054;
22;8;3;24;514;21626378;305.63144;
1;8;4;32;736;151478361;604.66144;
2;8;4;32;852;115083400;608.26465;
3;8;4;32;1074;112428580;599.6401;
4;8;4;32;856;77504776;604.8485;
5;8;4;32;975;76813156;610.55774;
6;8;4;32;1060;77252689;608.4834;
7;8;4;32;1031;68311908;608.94543;
8;8;4;32;602;37713169;603.3298;
9;8;4;32;872;53457431;607.47375;
10;8;4;32;1027;58276462;600.0636;
11;8;4;32;1324;75794215;600.2054;
12;8;4;32;658;40304910;605.4932;
13;8;4;32;934;52400378;609.167;
14;8;4;32;1028;57749915;612.7996;
15;8;4;32;679;39544188;602.396;
16;8;4;32;767;44023666;607.252;
17;8;4;32;1250;68672320;600.54266;
18;8;4;32;1098;60481380;605.9287;
19;8;4;32;915;52406730;607.95233;
20;8;4;32;1053;59271999;611.86646;
21;8;4;32;1140;64694574;606.325;
22;8;4;32;1090;62341936;610.11847;
1;8;5;40;1540;590048485;1056.1213;
2;8;5;40;1918;490887494;1051.4398;
3;8;5;40;1460;277659008;1058.0941;
4;8;5;40;2677;430042024;1052.8315;
5;8;5;40;1960;259668220;1058.5552;
6;8;5;40;1408;164464587;1062.6324;
7;8;5;40;1541;168345471;1056.8429;
8;8;5;40;1579;166160101;1051.0685;
9;8;5;40;1210;122898518;1054.8278;
10;8;5;40;1956;222598239;1048.28;
11;8;5;40;1711;183286382;1050.7313;
12;8;5;40;1508;142005241;1048.1592;
13;8;5;40;1094;89729138;1055.1107;
14;8;5;40;1891;162253448;1062.8619;
15;8;5;40;2099;180216966;1067.76;
16;8;5;40;1237;106662104;1055.1293;
17;8;5;40;1678;137356724;1060.3213;
18;8;5;40;1792;147369055;1051.6141;
19;8;5;40;1341;109194261;1064.0061;
20;8;5;40;1574;130285916;1068.3759;
21;8;5;40;1871;151528306;1051.7294;
22;8;5;40;1643;132279113;1058.6815;
1;8;6;48;3684;2548088812;1740.1201;
2;8;6;48;3015;1300496392;1742.7257;
3;8;6;48;3166;999179025;1721.8588;
4;8;6;48;3574;929614385;1729.7577;
5;8;6;48;2617;547638326;1719.9756;
6;8;6;48;2417;435361113;1734.2965;
7;8;6;48;3043;537606658;1729.7703;
8;8;6;48;3178;493037899;1730.5515;
9;8;6;48;2479;359326652;1717.8561;
10;8;6;48;2151;294763148;1735.2162;
11;8;6;48;2673;339831453;1733.6229;
12;8;6;48;3688;487884634;1725.6467;
13;8;6;48;2850;357927722;1737.6342;
14;8;6;48;3848;489851341;1730.0048;
15;8;6;48;2722;353364535;1725.0983;
16;8;6;48;2664;331347197;1727.0923;
17;8;6;48;3366;405441582;1721.8048;
18;8;6;48;3222;389524982;1740.2654;
19;8;6;48;2274;272848654;1736.0596;
20;8;6;48;2232;262658766;1727.0342;
21;8;6;48;3102;369312804;1740.856;
22;8;6;48;3330;395263275;1727.6561;
1;8;7;56;4535;4946448045;2584.9253;
2;8;7;56;4964;3435925475;2592.6292;
3;8;7;56;4376;2182853383;2581.045;
4;8;7;56;4067;1633074040;2587.119;
5;8;7;56;4878;1586931459;2567.2534;
6;8;7;56;4713;1299909049;2584.8376;
7;8;7;56;4000;1057628235;2581.317;
8;8;7;56;3653;863129810;2586.1538;
9;8;7;56;5977;1265882004;2592.3347;
10;8;7;56;4187;837502962;2601.814;
11;8;7;56;3815;716505796;2586.6738;
12;8;7;56;4726;900632369;2576.2412;
13;8;7;56;5189;915308537;2561.1655;
14;8;7;56;3898;704000581;2564.5916;
